Platform,Product_ID,Product_Category,Product_Subcategory,Product_Price,Discount_%,Stock_Count,Review_ID,Seller_ID,Rating,Review_Text,Review_Length,Sentiment_Score,Verified_Purchase,Delivery_Days,Return_Requested,Damage_Reported,Complaint_Type,IP_Address,Device_Fingerprint,Review_Timestamp,IP_Review_Frequency,Device_Reuse_Count,Burst_Review_Flag,Fraud_Label
Facebook Marketplace,P219,Bedding,Cushion,24605,51,487,R6664,S1111,3,Super product awesome awesome,4,-0.718,No,16,Yes,No,,192.168.10.66,DEV-8992,10-10-2025 02:43,35,14,No,Genuine
Facebook Marketplace,P364,Electronics,Smartwatch,7607,36,376,R6665,S1450,5,Excellent quality and fast delivery,5,0.584,Yes,16,No,No,,10.0.0.3,DEV-7025,26-10-2025 13:45,33,19,Yes,Genuine
Meesho,P2006,Bedding,Blanket,117988,65,146,R6666,S227,3,Received wrong item,3,-0.79,Yes,14,Yes,No,Poor Quality,192.168.251.231,DEV-1666,01-01-2026 02:21,38,17,No,Complaint
WhatsApp Business,P2084,Lighting,Lamp,30930,31,204,R6667,S518,4,Highly recommend this seller,4,-0.993,Yes,16,Yes,No,,192.168.2.79,DEV-9627,07-02-2026 08:42,21,15,No,Genuine
Telegram,P281,Storage,Organizer Box,73953,48,26,R6668,S143,5,Very satisfied with the purchase,5,0.093,No,3,Yes,No,,10.0.0.4,DEV-5801,01-01-2026 15:47,20,9,Yes,Fake
Facebook Marketplace,P2990,Furniture,Dining Table,61243,7,71,R6669,S451,4,Product matches description perfectly,4,-0.173,Yes,3,Yes,No,,10.0.0.5,DEV-6902,25-01-2026 06:20,33,8,Yes,Genuine
YouTube Live,P2075,Bedding,Bedsheet,101106,59,439,R6670,S699,3,Received wrong item,3,-0.464,No,8,No,Yes,Damaged Product,192.168.139.128,DEV-2476,20-10-2025 08:48,27,16,No,Complaint
Telegram,P2229,Lighting,LED Strip,23620,63,242,R6671,S483,2,"Not as described, poor quality",5,-0.542,Yes,1,Yes,No,Wrong Item,10.0.0.2,DEV-5440,11-08-2025 00:06,34,10,Yes,Complaint
WhatsApp Business,P1118,Kitchen,Utensil Holder,34497,55,313,R6672,S288,4,Product matches description perfectly,4,0.377,No,5,No,No,,10.0.0.2,DEV-1949,07-12-2025 14:48,10,23,Yes,Genuine
Facebook Marketplace,P1040,Home Decor,Clock,31515,48,261,R6673,S201,4,Product matches description perfectly,4,-0.636,No,19,Yes,No,,192.168.127.200,DEV-8760,09-01-2026 18:56,17,9,No,Genuine
Quikr,P47,Furniture,Dining Table,6206,44,178,R6674,S1038,5,Highly recommend this seller,4,0.171,No,15,Yes,No,,192.168.44.243,DEV-1534,03-12-2025 13:16,29,9,No,Genuine
Instagram,P473,Storage,Shoe Rack,107034,9,402,R6675,S1361,4,Very satisfied with the purchase,5,0.984,No,4,Yes,No,,192.168.37.193,DEV-4672,07-12-2025 18:11,1,16,No,Genuine
Telegram,P1188,Home Decor,Mirror,45830,35,222,R6676,S523,2,Received wrong item,3,-0.606,Yes,17,Yes,No,Late Delivery,192.168.216.215,DEV-8814,28-08-2025 23:04,18,24,No,Complaint
Telegram,P1696,Home Decor,Wall Art,5994,7,174,R6677,S1210,1,Super product awesome awesome,4,0.02,Yes,11,Yes,No,,192.168.211.200,DEV-7843,06-01-2026 12:52,6,3,No,Genuine
YouTube Live,P603,Storage,Drawer Unit,42623,17,162,R6678,S968,4,Product matches description perfectly,4,-0.533,No,10,No,No,,192.168.131.14,DEV-2227,02-02-2026 09:25,28,7,No,Genuine
Instagram,P2197,Home Decor,Mirror,33674,52,367,R6679,S136,2,Item arrived damaged,3,-0.771,No,1,Yes,No,Fake Product,192.168.53.53,DEV-9952,23-02-2026 23:41,24,20,No,Complaint
WhatsApp Business,P217,Electronics,Power Bank,906,24,126,R6680,S972,5,Product matches description perfectly,4,0.551,No,10,Yes,No,,192.168.175.83,DEV-7964,23-01-2026 16:42,7,22,No,Genuine
WhatsApp Business,P4,Home Decor,Showpiece,68942,7,24,R6681,S1309,2,Battery drains quickly,3,-0.028,No,11,Yes,Yes,Damaged Product,192.168.95.126,DEV-1826,28-11-2025 10:56,3,24,No,Complaint
WhatsApp Business,P2139,Electronics,Earbuds,45320,27,480,R6682,S1263,4,Product matches description perfectly,4,-0.426,No,4,No,No,,192.168.251.114,DEV-3970,17-02-2026 09:10,19,23,No,Genuine
Telegram,P489,Electronics,Smartwatch,91447,67,29,R6683,S623,2,"Not as described, poor quality",5,-0.119,Yes,12,Yes,No,Wrong Item,10.0.0.1,DEV-3665,21-01-2026 03:27,27,24,Yes,Complaint
Facebook Marketplace,P26,Electronics,Smartphone,55525,79,196,R6684,S1333,4,Product matches description perfectly,4,-0.558,No,9,No,No,,192.168.55.169,DEV-4425,27-01-2026 17:20,32,6,No,Genuine
Telegram,P1567,Electronics,Smartphone,36271,57,175,R6685,S1442,2,Amazing amazing amazing product,4,0.359,Yes,20,Yes,No,,192.168.96.204,DEV-9585,13-01-2026 09:16,18,2,No,Genuine
Meesho,P2948,Bedding,Bedsheet,81178,59,445,R6686,S426,5,Highly recommend this seller,4,-0.534,Yes,7,No,No,,192.168.188.250,DEV-6899,07-01-2026 06:23,29,14,No,Genuine
Telegram,P1165,Bedding,Blanket,59214,75,389,R6687,S47,2,Received wrong item,3,-0.232,No,10,Yes,No,Wrong Item,192.168.183.74,DEV-9070,19-01-2026 21:48,5,22,No,Complaint
Telegram,P40,Home Decor,Vase,79227,16,324,R6688,S668,3,Battery drains quickly,3,-0.783,No,17,Yes,No,Battery Issue,192.168.150.57,DEV-2102,24-09-2025 04:53,5,22,No,Complaint
Telegram,P1234,Lighting,Ceiling Light,114700,9,110,R6689,S151,4,Excellent quality and fast delivery,5,0.693,No,13,Yes,No,,10.0.0.2,DEV-2645,24-12-2025 04:38,18,1,Yes,Genuine
OLX,P1581,Lighting,Ceiling Light,108400,42,339,R6690,S413,2,Battery drains quickly,3,0.952,No,11,Yes,No,Battery Issue,10.0.0.5,DEV-4320,30-01-2026 10:53,2,24,Yes,Complaint
Facebook Marketplace,P261,Electronics,Smartwatch,82643,50,52,R6691,S1105,4,Product matches description perfectly,4,-0.216,Yes,12,Yes,No,,10.0.0.3,DEV-7868,07-01-2026 22:35,15,7,Yes,Genuine
Instagram,P1761,Lighting,Chandelier,18865,5,254,R6692,S762,3,100% trusted seller highly recommend,5,-0.598,No,15,Yes,No,,192.168.219.65,DEV-4542,10-11-2025 21:20,22,25,No,Genuine
OLX,P2879,Kitchen,Spice Rack,80821,43,49,R6693,S1082,4,Highly recommend this seller,4,-0.284,Yes,7,Yes,No,,192.168.13.224,DEV-8530,15-11-2025 13:05,33,1,No,Genuine
Facebook Marketplace,P2280,Furniture,Coffee Table,112580,33,408,R6694,S752,3,Very disappointed with the product,5,0.082,Yes,5,Yes,Yes,Damaged Product,192.168.178.64,DEV-3837,01-01-2026 01:29,19,2,No,Complaint
Meesho,P1726,Home Decor,Wall Art,36403,66,161,R6695,S612,2,Received wrong item,3,-0.86,Yes,4,Yes,No,Color Mismatch,192.168.223.29,DEV-4030,19-01-2026 22:02,30,2,No,Complaint
Quikr,P209,Bedding,Bedsheet,69143,76,316,R6696,S1043,4,Product matches description perfectly,4,-0.679,No,18,No,No,,10.0.0.5,DEV-6882,22-11-2025 15:32,36,24,Yes,Genuine
YouTube Live,P2079,Furniture,Wardrobe,40926,67,48,R6697,S119,4,Excellent quality and fast delivery,5,-0.748,Yes,10,Yes,No,,192.168.147.160,DEV-1825,14-11-2025 04:57,15,20,No,Genuine
Meesho,P2446,Furniture,Dining Table,23865,77,62,R6698,S874,4,Very satisfied with the purchase,5,-0.729,No,10,Yes,No,,192.168.173.4,DEV-6293,10-10-2025 14:50,27,3,No,Genuine
Quikr,P2509,Storage,Organizer Box,73946,41,218,R6699,S936,1,Battery drains quickly,3,-0.484,No,3,Yes,No,Wrong Item,10.0.0.4,DEV-1574,02-11-2025 13:07,9,13,Yes,Complaint
Facebook Marketplace,P247,Kitchen,Utensil Holder,69913,52,55,R6700,S373,3,Battery drains quickly,3,-0.427,Yes,15,Yes,No,Color Mismatch,192.168.52.248,DEV-4188,18-01-2026 16:27,15,6,No,Complaint
Telegram,P1701,Storage,Organizer Box,98297,69,90,R6701,S193,1,Very disappointed with the product,5,-0.737,Yes,18,Yes,No,Late Delivery,192.168.47.205,DEV-8413,21-08-2025 12:57,35,13,No,Complaint
Telegram,P2932,Bedding,Bedsheet,23415,13,312,R6702,S1050,2,Very disappointed with the product,5,0.282,Yes,19,Yes,No,Late Delivery,192.168.217.228,DEV-1150,30-12-2025 02:59,3,25,No,Complaint
Telegram,P1373,Electronics,Power Bank,30826,66,291,R6703,S1470,1,Item arrived damaged,3,0.18,No,16,Yes,No,Poor Quality,10.0.0.4,DEV-4177,15-01-2026 15:56,17,14,Yes,Complaint
Facebook Marketplace,P225,Kitchen,Storage Jar,63161,41,381,R6704,S660,4,Very satisfied with the purchase,5,0.429,Yes,20,No,No,,192.168.118.187,DEV-5809,30-08-2025 03:46,39,22,No,Genuine
Instagram,P2496,Home Decor,Mirror,79503,32,333,R6705,S156,5,Excellent quality and fast delivery,5,-0.932,Yes,14,No,No,,192.168.175.139,DEV-1271,22-02-2026 12:12,28,15,No,Genuine
Instagram,P281,Electronics,Speaker,55003,80,201,R6706,S776,3,100% trusted seller highly recommend,5,-0.631,No,14,No,No,,10.0.0.5,DEV-2087,19-01-2026 00:13,39,15,Yes,Genuine
Quikr,P2562,Bedding,Cushion,91438,48,337,R6707,S1167,5,Worth the price and good packaging,6,0.374,Yes,12,Yes,No,,192.168.20.45,DEV-4807,01-10-2025 00:08,12,16,No,Genuine
Facebook Marketplace,P28,Kitchen,Storage Jar,11056,68,303,R6708,S1344,3,"Not as described, poor quality",5,-0.702,No,19,Yes,No,Missing Parts,192.168.139.105,DEV-1053,26-12-2025 10:33,14,8,No,Complaint
Telegram,P1303,Home Decor,Vase,100212,72,396,R6709,S284,5,Product matches description perfectly,4,0.267,No,5,No,No,,192.168.144.165,DEV-7037,16-01-2026 10:50,12,15,No,Genuine
Meesho,P2134,Storage,Shoe Rack,12989,18,218,R6710,S1355,1,Received wrong item,3,-0.199,Yes,2,Yes,No,Battery Issue,10.0.0.1,DEV-1686,29-11-2025 17:32,8,12,Yes,Complaint
Meesho,P2117,Storage,Drawer Unit,38738,20,146,R6711,S649,3,Best best best must buy,5,0.084,No,15,No,No,,192.168.178.54,DEV-8294,06-10-2025 06:03,40,25,No,Genuine
Meesho,P2052,Lighting,Ceiling Light,7201,74,474,R6712,S976,1,"Not as described, poor quality",5,-0.035,Yes,16,Yes,No,Missing Parts,192.168.102.3,DEV-9943,21-11-2025 20:05,20,19,No,Complaint
Instagram,P2340,Kitchen,Spice Rack,1571,74,324,R6713,S690,1,Received wrong item,3,0.448,No,13,Yes,No,Wrong Item,192.168.108.100,DEV-5802,29-09-2025 22:43,33,17,No,Complaint
Telegram,P2952,Bedding,Curtain,116522,52,157,R6714,S737,2,"Not as described, poor quality",5,0.661,No,9,Yes,No,Battery Issue,192.168.232.142,DEV-9673,24-08-2025 17:14,19,8,No,Complaint
Quikr,P2488,Kitchen,Storage Jar,67983,23,347,R6715,S841,5,Worth the price and good packaging,6,-0.041,Yes,11,No,No,,10.0.0.2,DEV-6851,12-09-2025 14:37,30,8,Yes,Genuine
Meesho,P383,Furniture,Coffee Table,35924,56,189,R6716,S563,2,Received wrong item,3,-0.548,Yes,10,Yes,No,Fake Product,10.0.0.4,DEV-5550,03-08-2025 16:23,31,16,Yes,Complaint
Telegram,P1414,Kitchen,Spice Rack,73132,16,241,R6717,S1119,1,Battery drains quickly,3,0.59,No,17,Yes,No,Battery Issue,192.168.189.170,DEV-7205,20-12-2025 18:43,36,23,No,Complaint
Instagram,P1245,Furniture,Wardrobe,36370,13,11,R6718,S1300,1,Battery drains quickly,3,-0.404,No,9,Yes,No,Fake Product,192.168.125.55,DEV-9718,01-10-2025 09:53,35,8,No,Complaint
Instagram,P2981,Home Decor,Wall Art,81416,19,471,R6719,S1434,3,"Not as described, poor quality",5,-0.158,No,15,No,No,Color Mismatch,192.168.229.206,DEV-1523,13-09-2025 08:49,2,11,No,Complaint
Instagram,P264,Bedding,Bedsheet,20051,31,498,R6720,S267,3,Item arrived damaged,3,-0.16,No,12,No,No,Missing Parts,192.168.196.242,DEV-2926,14-02-2026 03:57,39,6,No,Complaint
YouTube Live,P924,Home Decor,Clock,66495,12,485,R6721,S598,2,Very disappointed with the product,5,0.67,Yes,10,Yes,No,Fake Product,192.168.142.188,DEV-8366,20-09-2025 01:26,18,13,No,Complaint
Telegram,P2066,Storage,Organizer Box,72633,18,109,R6722,S1314,1,"Not as described, poor quality",5,0.629,No,9,Yes,No,Wrong Item,192.168.136.194,DEV-6420,13-02-2026 02:07,14,22,No,Complaint
Facebook Marketplace,P2705,Lighting,Lamp,70426,27,9,R6723,S1402,2,Item arrived damaged,3,0.718,No,1,Yes,No,Missing Parts,10.0.0.3,DEV-5206,20-12-2025 16:26,23,6,Yes,Complaint
YouTube Live,P2833,Bedding,Curtain,78144,77,204,R6724,S742,1,Item arrived damaged,3,-0.448,No,12,Yes,No,Battery Issue,192.168.60.221,DEV-4977,19-02-2026 22:13,38,23,No,Complaint
Instagram,P2217,Home Decor,Showpiece,62710,69,159,R6725,S404,2,Item arrived damaged,3,-0.335,No,5,Yes,No,Wrong Item,10.0.0.1,DEV-9333,15-02-2026 07:05,35,5,Yes,Complaint
Telegram,P2166,Kitchen,Utensil Holder,8011,27,146,R6726,S198,5,Worth the price and good packaging,6,-0.697,Yes,7,Yes,No,,192.168.195.110,DEV-2281,10-11-2025 00:45,12,2,No,Genuine
OLX,P1178,Furniture,Sofa,48786,23,266,R6727,S571,5,Worth the price and good packaging,6,0.228,Yes,14,Yes,No,,192.168.30.150,DEV-7192,28-10-2025 09:31,13,20,No,Genuine
Quikr,P2474,Bedding,Bedsheet,80361,6,256,R6728,S533,3,Item arrived damaged,3,0.496,Yes,8,No,No,Color Mismatch,192.168.58.84,DEV-2469,18-10-2025 22:43,17,6,No,Complaint
Instagram,P2772,Bedding,Cushion,38542,43,7,R6729,S550,1,Very disappointed with the product,5,-0.273,Yes,20,Yes,No,Battery Issue,10.0.0.2,DEV-2290,19-08-2025 05:04,12,11,Yes,Complaint
OLX,P365,Furniture,Sofa,25458,41,312,R6730,S1263,5,Product matches description perfectly,4,0.615,Yes,19,Yes,No,,192.168.38.90,DEV-2105,13-10-2025 13:57,2,17,No,Genuine
YouTube Live,P2472,Bedding,Blanket,102187,69,1,R6731,S454,2,"Not as described, poor quality",5,-0.671,Yes,3,Yes,No,Fake Product,192.168.187.152,DEV-4015,04-12-2025 07:03,29,15,No,Complaint
Telegram,P676,Electronics,Speaker,57420,39,463,R6732,S188,2,Received wrong item,3,-0.252,Yes,9,Yes,No,Poor Quality,10.0.0.2,DEV-8545,07-12-2025 03:11,7,12,Yes,Complaint
Quikr,P2877,Storage,Drawer Unit,11671,78,29,R6733,S584,3,Item arrived damaged,3,0.31,No,13,No,No,Wrong Item,192.168.47.133,DEV-8858,14-11-2025 04:48,18,16,No,Complaint
Telegram,P906,Kitchen,Spice Rack,29636,48,320,R6734,S955,2,Battery drains quickly,3,0.305,No,9,Yes,No,Late Delivery,192.168.133.2,DEV-5627,09-01-2026 03:44,9,13,No,Complaint
WhatsApp Business,P1613,Storage,Organizer Box,103445,16,32,R6735,S463,4,Worth the price and good packaging,6,0.21,Yes,8,Yes,No,,10.0.0.3,DEV-1550,01-11-2025 15:21,18,4,Yes,Genuine
Instagram,P2209,Storage,Drawer Unit,24303,71,96,R6736,S283,4,Very satisfied with the purchase,5,0.968,Yes,17,No,No,,192.168.163.179,DEV-2566,02-09-2025 06:49,7,16,No,Genuine
YouTube Live,P2561,Home Decor,Showpiece,45191,48,44,R6737,S916,4,Worth the price and good packaging,6,-0.509,Yes,19,No,No,,192.168.249.86,DEV-7195,29-10-2025 20:20,23,22,No,Genuine
Telegram,P621,Bedding,Cushion,48806,66,78,R6738,S1230,2,Battery drains quickly,3,0.343,Yes,12,Yes,No,Color Mismatch,192.168.16.199,DEV-4967,19-12-2025 20:53,28,18,No,Complaint
OLX,P1318,Kitchen,Storage Jar,38236,26,22,R6739,S663,2,"Not as described, poor quality",5,-0.887,No,17,Yes,No,Battery Issue,10.0.0.2,DEV-4494,07-08-2025 20:54,14,11,Yes,Complaint
Instagram,P2755,Lighting,LED Strip,47176,6,321,R6740,S40,2,Item arrived damaged,3,-0.939,Yes,16,Yes,No,Battery Issue,10.0.0.5,DEV-5309,24-09-2025 05:02,35,12,Yes,Complaint
OLX,P2904,Kitchen,Storage Jar,17331,55,382,R6741,S535,2,Very disappointed with the product,5,0.4,No,1,Yes,No,Late Delivery,10.0.0.2,DEV-5415,07-12-2025 20:31,7,10,Yes,Complaint
Telegram,P2482,Storage,Shoe Rack,56912,20,315,R6742,S748,5,Highly recommend this seller,4,-0.006,No,11,Yes,No,,192.168.72.93,DEV-2740,12-02-2026 04:48,27,24,No,Genuine
Telegram,P368,Kitchen,Storage Jar,36599,52,153,R6743,S1051,4,Worth the price and good packaging,6,0.741,No,9,No,No,,192.168.235.220,DEV-9464,20-09-2025 07:42,19,15,No,Genuine
OLX,P1562,Kitchen,Storage Jar,96896,57,303,R6744,S887,5,Highly recommend this seller,4,-0.911,No,7,Yes,No,,192.168.248.128,DEV-8360,15-12-2025 01:58,31,18,No,Genuine
WhatsApp Business,P1265,Furniture,Bed,92452,76,341,R6745,S125,2,Battery drains quickly,3,0.261,No,15,Yes,Yes,Damaged Product,192.168.145.145,DEV-8007,27-11-2025 22:21,26,19,No,Complaint
WhatsApp Business,P926,Kitchen,Storage Jar,65820,52,373,R6746,S809,3,Very disappointed with the product,5,0.915,No,2,No,No,Color Mismatch,192.168.214.5,DEV-5641,26-10-2025 15:34,24,4,No,Complaint
Meesho,P2072,Furniture,Dining Table,37686,60,61,R6747,S126,2,Battery drains quickly,3,0.695,No,13,Yes,No,Color Mismatch,192.168.201.180,DEV-6639,18-12-2025 23:52,12,24,No,Complaint
Facebook Marketplace,P2162,Kitchen,Storage Jar,30792,68,460,R6748,S135,2,Item arrived damaged,3,0.945,No,7,Yes,No,Fake Product,192.168.176.200,DEV-5380,19-12-2025 04:31,7,13,No,Complaint
Telegram,P2030,Furniture,Wardrobe,98544,44,307,R6749,S650,5,Very satisfied with the purchase,5,0.431,Yes,4,No,No,,192.168.153.17,DEV-8032,04-08-2025 04:24,13,21,No,Genuine
WhatsApp Business,P269,Kitchen,Spice Rack,85066,59,163,R6750,S564,3,"Not as described, poor quality",5,-0.63,Yes,12,No,No,Late Delivery,192.168.140.117,DEV-2154,15-12-2025 08:18,34,2,No,Complaint
Instagram,P1358,Furniture,Bed,40614,39,439,R6751,S1072,2,100% trusted seller highly recommend,5,-0.719,No,16,Yes,No,,192.168.153.76,DEV-8281,21-02-2026 19:55,6,3,No,Genuine
YouTube Live,P331,Home Decor,Clock,111151,40,277,R6752,S1356,4,Highly recommend this seller,4,-0.142,No,1,No,No,,192.168.185.23,DEV-6966,27-11-2025 02:47,13,23,No,Genuine
Meesho,P2457,Lighting,Lamp,8111,30,171,R6753,S749,5,Worth the price and good packaging,6,-0.747,No,6,Yes,No,,192.168.205.42,DEV-7150,23-11-2025 16:10,40,25,No,Genuine
YouTube Live,P2097,Storage,Shoe Rack,80731,60,383,R6754,S1323,2,Received wrong item,3,-0.092,No,5,Yes,No,Late Delivery,192.168.80.89,DEV-7516,15-02-2026 01:58,25,16,No,Complaint
Facebook Marketplace,P2264,Home Decor,Mirror,70891,14,419,R6755,S661,3,Item arrived damaged,3,0.784,Yes,10,No,Yes,Damaged Product,192.168.67.220,DEV-5053,12-02-2026 04:39,3,18,No,Complaint
Facebook Marketplace,P2104,Home Decor,Showpiece,113410,47,286,R6756,S208,2,Received wrong item,3,-0.365,No,1,Yes,No,Late Delivery,192.168.102.45,DEV-2617,17-08-2025 01:22,25,7,No,Complaint
WhatsApp Business,P1067,Kitchen,Storage Jar,47745,73,443,R6757,S1261,2,Received wrong item,3,0.86,Yes,2,Yes,No,Color Mismatch,10.0.0.2,DEV-9178,15-12-2025 13:50,35,11,Yes,Complaint
YouTube Live,P2193,Storage,Organizer Box,116957,26,350,R6758,S1075,1,Item arrived damaged,3,0.79,Yes,6,Yes,Yes,Damaged Product,192.168.114.165,DEV-9762,31-08-2025 06:53,14,15,No,Complaint
Facebook Marketplace,P944,Kitchen,Utensil Holder,7290,20,383,R6759,S789,1,Best best best must buy,5,-0.18,Yes,3,Yes,No,,10.0.0.4,DEV-8939,11-11-2025 03:06,14,2,Yes,Genuine
OLX,P1350,Bedding,Bedsheet,115407,15,481,R6760,S564,4,Very satisfied with the purchase,5,-0.197,Yes,3,Yes,No,,192.168.199.240,DEV-2690,15-11-2025 20:38,1,8,No,Genuine
Quikr,P1230,Furniture,Wardrobe,115143,27,144,R6761,S903,1,Received wrong item,3,0.572,No,17,Yes,No,Wrong Item,10.0.0.2,DEV-2110,25-11-2025 07:15,37,9,Yes,Complaint
Quikr,P2143,Kitchen,Spice Rack,54214,64,391,R6762,S125,1,Item arrived damaged,3,-0.675,Yes,13,Yes,No,Fake Product,192.168.117.49,DEV-5761,15-12-2025 07:21,38,6,No,Complaint
WhatsApp Business,P2006,Storage,Drawer Unit,26333,6,168,R6763,S730,5,Worth the price and good packaging,6,0.922,Yes,3,Yes,No,,10.0.0.2,DEV-3424,13-10-2025 11:51,13,4,Yes,Genuine
Quikr,P1352,Storage,Shoe Rack,28669,29,77,R6764,S385,3,Very disappointed with the product,5,-0.288,Yes,9,No,Yes,Damaged Product,192.168.140.226,DEV-7327,25-01-2026 18:25,17,2,No,Complaint
Facebook Marketplace,P2877,Furniture,Coffee Table,113095,46,225,R6765,S1076,5,Very satisfied with the purchase,5,0.245,Yes,10,No,No,,192.168.127.248,DEV-6717,28-01-2026 09:02,36,11,No,Genuine
YouTube Live,P1734,Kitchen,Spice Rack,82840,64,137,R6766,S607,1,Item arrived damaged,3,0.071,No,18,Yes,No,Missing Parts,192.168.22.133,DEV-8972,11-11-2025 10:57,30,4,No,Complaint
Facebook Marketplace,P1269,Storage,Drawer Unit,107692,29,136,R6767,S586,3,Very disappointed with the product,5,-0.815,No,7,No,No,Wrong Item,192.168.1.122,DEV-2256,11-02-2026 20:56,27,17,No,Complaint
Facebook Marketplace,P644,Furniture,Wardrobe,45501,70,151,R6768,S585,3,Very disappointed with the product,5,-0.262,Yes,10,No,No,Wrong Item,10.0.0.3,DEV-3584,07-11-2025 15:15,37,20,Yes,Complaint
Quikr,P835,Furniture,Dining Table,42901,54,329,R6769,S159,1,Received wrong item,3,0.189,No,6,Yes,No,Battery Issue,192.168.146.211,DEV-7547,22-01-2026 01:01,22,19,No,Complaint
Instagram,P1492,Home Decor,Clock,38920,49,223,R6770,S294,5,Very satisfied with the purchase,5,-0.045,Yes,13,No,No,,192.168.50.70,DEV-3463,20-10-2025 12:17,20,24,No,Genuine
Meesho,P2369,Kitchen,Utensil Holder,94657,12,199,R6771,S492,3,Item arrived damaged,3,0.209,Yes,18,Yes,No,Color Mismatch,192.168.3.14,DEV-7043,22-08-2025 16:11,12,19,No,Complaint
WhatsApp Business,P1964,Electronics,Earbuds,9853,40,393,R6772,S424,4,Product matches description perfectly,4,0.492,Yes,8,No,No,,10.0.0.3,DEV-7284,24-12-2025 20:45,37,12,Yes,Genuine
Facebook Marketplace,P2053,Storage,Shoe Rack,54778,48,179,R6773,S1065,1,Item arrived damaged,3,-0.036,No,15,Yes,No,Missing Parts,192.168.12.113,DEV-9723,08-12-2025 10:00,2,9,No,Complaint
OLX,P1618,Storage,Shoe Rack,83522,49,99,R6774,S504,1,Battery drains quickly,3,-0.839,Yes,18,Yes,Yes,Damaged Product,192.168.117.71,DEV-1686,07-08-2025 08:42,7,5,No,Complaint
WhatsApp Business,P1014,Furniture,Dining Table,28068,53,167,R6775,S211,5,Highly recommend this seller,4,0.18,Yes,9,No,No,,10.0.0.1,DEV-1156,14-01-2026 01:03,18,3,Yes,Genuine
Quikr,P1876,Bedding,Bedsheet,65855,45,188,R6776,S712,1,Battery drains quickly,3,0.451,No,20,Yes,No,Missing Parts,192.168.111.251,DEV-2103,01-01-2026 00:54,16,3,No,Complaint
Instagram,P2596,Furniture,Bed,96078,54,125,R6777,S842,1,"Not as described, poor quality",5,0.622,Yes,9,Yes,No,Late Delivery,10.0.0.4,DEV-8989,29-10-2025 17:03,23,7,Yes,Complaint
Quikr,P931,Storage,Organizer Box,98112,23,113,R6778,S1469,4,Excellent quality and fast delivery,5,0.878,No,14,No,No,,10.0.0.4,DEV-1541,18-10-2025 08:52,5,20,Yes,Genuine
Facebook Marketplace,P830,Lighting,Ceiling Light,51366,31,90,R6779,S428,5,Product matches description perfectly,4,-0.958,No,10,Yes,No,,192.168.7.190,DEV-4302,15-01-2026 22:04,25,20,No,Genuine
YouTube Live,P748,Lighting,Chandelier,32229,35,284,R6780,S167,4,Highly recommend this seller,4,-0.9,Yes,11,No,No,,192.168.246.27,DEV-4516,28-01-2026 08:21,3,16,No,Genuine
Telegram,P2294,Lighting,Chandelier,1412,32,257,R6781,S447,3,Received wrong item,3,-0.581,No,16,Yes,Yes,Damaged Product,10.0.0.2,DEV-9053,13-08-2025 02:25,1,21,Yes,Complaint
Quikr,P2218,Storage,Organizer Box,30482,77,390,R6782,S939,5,Worth the price and good packaging,6,-0.263,No,16,Yes,No,,10.0.0.3,DEV-2691,28-10-2025 02:30,25,15,Yes,Fake
Meesho,P1649,Kitchen,Spice Rack,69106,57,10,R6783,S186,4,Excellent quality and fast delivery,5,-0.229,Yes,2,Yes,No,,192.168.149.219,DEV-2439,15-01-2026 07:37,2,22,No,Genuine
Facebook Marketplace,P355,Storage,Shoe Rack,96175,44,266,R6784,S599,5,Worth the price and good packaging,6,0.64,No,20,No,No,,192.168.12.162,DEV-2582,23-12-2025 02:48,14,1,No,Genuine
Telegram,P1001,Lighting,Chandelier,41412,13,41,R6785,S1357,3,"Not as described, poor quality",5,-0.987,Yes,19,No,No,Poor Quality,192.168.80.153,DEV-5610,21-08-2025 02:49,22,13,No,Complaint
